1, OUD-B-4, 44, Baby_C, R
1, ETEN-A-16, 36, Money, R
1, HOP-18, 4, 1, R
1, PT-1hand:1-1008, 4, 1, R
1, NIKS-C-6, 14, O, L
1, NEE-B-42, 25, 5, L
1, PT-1hand:1-1487, 4, 1, L
1, PT-1hand:1-844, 4, 1, L
1, PRAXIS-4, 24, Baby_O, R
1, VROEGER-A-77, 2, B, L
1, MEER-A-97, 4, 1, R
1, NOG-A, 9, N, L
1, PT-1hand:1-871, 4, 1, L
1, GENOEG-6, 27, B_bent, R
1, PT-1hand-4821, 4, 1, L
1, ERG-D-1, 18, T, L
1, PT-1hand:1-617, 4, 1, L
1, PT-1hand-2923, 4, 1, L
1, PT-1hand:1-200, 4, 1, R
1, CLUB-A-12, 37, C_spread, R
1, CI-A-49, 41, V_curved, R
1, TWEEEN-A-6, 19, V, R
1, PT-1hand-4560, 4, 1, L
1, PREMIER-1, 36, Money, R
1, KOPJE-A-1, 18, T, L
1, PT-1hand:1-41, 4, 1, L
1, PT-1hand-1032, 4, 1, R
1, JA-A-55, 23, Y, R
1, DOOF-B-88, 9, N, R
1, 1-A-248, 4, 1, R
1, PT-1hand-553, 4, 1, R
1, AAN-JOU-28, 2, B, L
1, CI-A-32, 41, V_curved, R
1, 2-A-49, 19, V, R
1, VAN-A-68, 2, B, R
1, MOOI-A-90, 18, T, R
1, OOK-A-119, 2, B, R
1, KAARS-B-1, 4, 1, L
1, PT-1hand-4880, 4, 1, R
1, PT-1hand-4539, 4, 1, L
1, JULI-A, 2, B, L
1, NIET-A-77, 4, 1, R
1, 1-A-151, 4, 1, R
1, DOOF-A-76, 4, 1, L
1, LOGISCH-14, 22, 1_curved, L
1, PT-1hand:1-397, 4, 1, R
1, PT-1hand:1-1024, 4, 1, L
1, WAT-A-7, 4, 1, L
1, 4-A-17, 30, 4, R
1, BAAS-C, 2, B, L
1, PT-1hand:1-624, 4, 1, L
1, HOEFT-NIET-A-5, 18, T, R
1, PT-1hand:1-2552, 4, 1, R
1, PT-1hand:1-2228, 4, 1, R
1, GRAAG-A-21, 25, 5, R
1, DRINKEN-B, 44, Baby_C, R
1, PT-1hand:1-2674, 4, 1, R
1, THRILLER-1, 18, T, R
1, 1-A-99, 4, 1, L
1, ANDERS-B-71, 23, Y, R
1, PT-1hand-6, 4, 1, L
1, MEE-63, 17, S, R
1, COMPUTER-A-33, 3, C, L
1, NA-B-6, 2, B, L
1, PT-1hand:1-300, 4, 1, R
1, KUNNEN-A-94, 17, S, L
1, 1-A-72, 4, 1, R
1, PT-1hand:1-946, 4, 1, L
1, GOED-A-177, 1, A, L
1, BESTEMPELEN-A-3, 17, S, R
1, PT-1hand-716, 4, 1, L
1, PT-1hand-3613, 4, 1, L
1, GOED-A-26, 1, A, L
1, PT-1hand-1353, 4, 1, R
1, MERKEN-A-11, 25, 5, L
1, PT-1hand-4877, 4, 1, L
1, CI-A-17, 41, V_curved, R
1, THRILLER-2, 18, T, L
1, PT-1hand:1-2172, 4, 1, L
1, PT-1hand:1-1439, 4, 1, L
1, JA-A-365, 23, Y, R
1, NIET-A-129, 4, 1, R
1, COMPUTER-A-5, 3, C, R
1, LAND-A-9, 27, B_bent, R
1, WATER-A-34, 25, 5, L
1, OOK-A-114, 2, B, R
1, AF-B-4, 24, Baby_O, R
1, GEK-A-3, 4, 1, R
1, HOREN-A-112, 4, 1, L
1, PT-1hand-3493, 4, 1, R
1, PRATEN-A-81, 26, Beak_open, R
1, 1-A-42, 4, 1, R
1, HAMKA-6, 19, V, R
1, ALS-B-3, 23, Y, R
1, BOOS-A-12, 37, C_spread, L
1, KUNNEN-A-338, 17, S, R
1, MIRNA-OLIVEIRA, 13, M, R
1, BLIND-E-7, 26, Beak_open, L
1, OPNEMEN-A-66, 26, Beak_open, R
1, PAKKEN-A-39, 25, 5, R
1, VERSTAND-15, 22, 1_curved, R
1, SCHOOL-A-12, 18, T, L
1, PT-1hand:1-51, 4, 1, R
1, MEER-A-18, 4, 1, R
1, OPNEMEN-A-34, 26, Beak_open, L
1, FOEI-3, 4, 1, R
1, 2-A-64, 19, V, R
1, PT-1hand-4322, 4, 1, R
1, OPNEMEN-A-48, 26, Beak_open, L
1, PT-1hand-3010, 4, 1, R
1, DOOF-C-6, 4, 1, R
1, PT-1hand:1-1128, 4, 1, R
1, AAN-JOU-9, 2, B, R
1, PT-1hand-301, 4, 1, R
1, EIGEN-B-24, 25, 5, R
1, HEBBEN-A-140, 2, B, L
1, DOOF-B-14, 9, N, R
1, MOETEN-A-88, 4, 1, R
1, OMDAT-A-64, 17, S, R
1, RUIMTE-A-61, 25, 5, R
1, BOWLEN-20, 17, S, R
1, PT-1hand-202, 4, 1, R
1, ROEPEN-A-38, 27, B_bent, L
1, REGIO-B-41, 37, C_spread, R
1, AAN-JOU-27, 2, B, L
1, PT-1hand-889, 4, 1, L
1, PT-1hand-446, 4, 1, R
1, VOS-B-7, 42, Beak, L
1, BEDOELEN-6, 4, 1, R
1, FILMEN-A-14, 12, L, R
1, MEER-D, 2, B, L
1, PT-1hand:1-2617, 4, 1, R
1, DOOF-B-6, 9, N, L
1, FILM-9, 36, Money, R
1, KLEUR-A-5, 38, B_curved, R
1, PT-1hand:1-1698, 4, 1, R
1, BIJVOORBEELD-A-15, 4, 1, L
1, SNOR-C, 22, 1_curved, R
1, PT-1hand:1-2064, 4, 1, L
1, NIEUW-A-24, 45, Baby_beak, R
1, CENTRUM-24, 37, C_spread, R
1, PT-1hand-920, 4, 1, R
1, STOREN-7, 19, V, R
1, ERG-A-45, 18, T, L
1, PT-1hand-4733, 4, 1, R
1, PT-1hand:1-966, 4, 1, R
1, PT-1hand:1-1688, 4, 1, L
1, PT-1hand:1-968, 4, 1, R
1, 5-1, 25, 5, L
1, PT-1hand-2392, 4, 1, L
1, MEE-58, 17, S, R
1, PT-1hand-3673, 4, 1, R
1, KUNNEN-A-383, 17, S, L
1, PT-1hand-1203, 4, 1, R
1, GOED-A-159, 1, A, R
1, PT-1hand:1-1034, 4, 1, L
1, KLOPT-A-18, 11, K, R
1, EIGEN-B-7, 25, 5, R
1, ROEPEN:1-18, 27, B_bent, R
1, HOREN-A-220, 4, 1, R
1, PB-46, 2, B, L
1, HEBBEN-A-146, 2, B, R
1, DAN-A-30, 4, 1, R
1, PT-1hand-2966, 4, 1, R
1, VINDEN-A-26, 2, B, R
1, GEVEN-A-1, 36, Money, R
1, OOK-A-101, 2, B, L
1, LIP, 4, 1, R
1, 1-A-35, 4, 1, R
1, PROBEREN-A-34, 9, N, R
1, PT-1hand:1-2374, 4, 1, R
1, DOM-A-1, 17, S, R
1, IJSLAND-A, 1, A, R
1, KUNNEN-A-72, 17, S, R
1, NAAM-C, 18, T, R
1, ROOSTER, 25, 5, R
1, MOOI-A-74, 18, T, R
1, OP-A-3, 37, C_spread, R
1, 1-A-1, 4, 1, R
1, MOETEN-A-11, 4, 1, R
1, PT-1hand:1-389, 4, 1, R
1, JA-A-387, 23, Y, L
1, NU-B-9, 9, N, L
1, PT-1hand-549, 4, 1, R
1, PT-1hand:1-1014, 4, 1, R
1, VAKANTIE-3, 2, B, R
1, PT-1hand:1-168, 4, 1, R
1, REGIO-A-32, 25, 5, R
1, PT-1hand:1-1559, 4, 1, R
1, HEBBEN-A-31, 2, B, R
1, MOOI-A-42, 18, T, R
1, PT-1hand-3736, 4, 1, R
1, 70-A-1, 12, L, R
1, AAP-30, 27, B_bent, L
1, MAL-8, 4, 1, L
1, TWEEEN-A-17, 19, V, R
1, GEHOORZAAM-6, 2, B, R
1, NAAM-A-6, 44, Baby_C, R
1, PRATEN-A-44, 26, Beak_open, R
1, NIET-A-11, 4, 1, L
1, 1-A-89, 4, 1, R
1, MOOI-A-114, 18, T, L
1, DOOF-C-47, 4, 1, R
1, KUNNEN-A-157, 17, S, R
1, STORM, 17, S, R
1, SCHOOL-A-75, 18, T, R
1, RUIMTE-A-58, 25, 5, L
1, PT-1hand-2080, 4, 1, R
1, AFHANKELIJK-D-4, 4, 1, R
1, PT-1hand-4317, 4, 1, L
1, LUI-7, 59, 5r, R
1, SUIKER-A-1, 36, Money, R
1, PT-1hand-2006, 4, 1, R
1, PT-1hand-3770, 4, 1, L
1, INTERNAAT-B-14, 4, 1, R
1, ROEPEN:1-16, 27, B_bent, R
1, PT-1hand:1-1835, 4, 1, R
1, PT-1hand-519, 4, 1, R
1, PT-1hand-1088, 4, 1, R
1, KOMEN-A-130, 4, 1, L
1, IN-B-5, 42, Beak, R
1, PT-1hand-1290, 4, 1, R
1, SNEL-D-1, 1, A, L
1, PT-1hand:1-852, 4, 1, R
1, VEEL-A-49, 23, Y, R
1, REGIO-B-32, 37, C_spread, L
1, PT-1hand-3144, 4, 1, R
1, WAT-A-44, 4, 1, L
1, GEZICHT-A-3, 4, 1, L
1, MENS-7, 27, B_bent, L
1, PT-1hand-964, 4, 1, L
1, OOG-5, 4, 1, R
1, PT-1hand-1514, 4, 1, L
1, HOREN-A-237, 4, 1, R
1, VROUW-B-2, 45, Baby_beak, R
1, PT-1hand-4074, 4, 1, L
1, ZUIPEN-A, 3, C, L
1, PT-1hand-3439, 4, 1, L
1, PT-1hand-3558, 4, 1, R
1, GOEDKOOP-D-2, 12, L, L
1, NIET-A-226, 4, 1, R
1, HEBBEN-A-102, 2, B, R
1, JA-A-325, 23, Y, R
1, NIET-A-202, 4, 1, L
1, PT-1hand-4339, 4, 1, R
1, VAK-A, 27, B_bent, R
1, WAT-A-84, 4, 1, L
1, NU-A-155, 4, 1, R
1, PT-1hand-4100, 4, 1, R
1, GOED-A-234, 1, A, R
1, PT-1hand-2686, 4, 1, L
1, PT-1hand-2157, 4, 1, R
1, PB-31, 2, B, L
1, PT-1hand-990, 4, 1, R
1, PT-1hand-342, 4, 1, L
1, CLIN-DOEIL-1, 16, Baby_beak_open, L
1, PT-1hand-2344, 4, 1, R
1, PT-1hand-1214, 4, 1, L
1, PERSOON-A-44, 44, Baby_C, L
1, HEBBEN-A-170, 2, B, L
1, EVEN-DENKEN-D-70, 2, B, R
1, PT-1hand-2694, 4, 1, R
1, PT-1hand:1-1108, 4, 1, R
1, SENSEO-A-21, 41, V_curved, R
1, PT-1hand:1-264, 4, 1, R
1, OPDRACHT, 36, Money, R
1, JA-A-382, 23, Y, R
1, KIND-A-48, 2, B, L
1, PT-1hand-3138, 4, 1, R
1, PT-1hand:1-314, 4, 1, R
1, 2-A-29, 19, V, R
1, ADVIES-3, 36, Money, L
1, VANDAAR-A-2, 27, B_bent, L
1, DOOF-B-16, 9, N, R
1, NIKS-C-1, 14, O, L
1, PT-1hand:1-2016, 4, 1, R
1, GOED-A-190, 1, A, L
1, WEG-B-31, 2, B, L
1, PT-1hand-3234, 4, 1, R
1, PT-1hand-3611, 4, 1, L
1, PT-1hand:1-2210, 4, 1, R
1, DAN-B-35, 27, B_bent, R
1, PT-1hand-449, 4, 1, L
1, PT-1hand-4722, 4, 1, R
1, PT-1hand:1-1923, 4, 1, L
1, ERG-A-24, 18, T, R
1, PT-1hand:1-66, 4, 1, R
1, PT:up-72, 4, 1, R
1, AAP-10, 27, B_bent, R
1, LOGISCH-1, 22, 1_curved, R
1, DAN-A-54, 4, 1, R
1, PT-1hand:1-2669, 4, 1, R
1, BOWLEN-14, 17, S, R
1, MOOI-A-1, 18, T, L
1, EINDELIJK-A-1, 25, 5, R
1, VINDEN-A-18, 2, B, R
1, PT-1hand-3789, 4, 1, R
1, KRIJGEN-B-8, 2, B, R
1, WAT-A-36, 4, 1, L
1, 2-A-18, 19, V, L
1, PT-1hand-297, 4, 1, R
1, JA-A-350, 23, Y, R
1, PT-1hand:1-1320, 4, 1, L
1, PT-1hand:1-336, 4, 1, L
1, GAAN-105, 4, 1, R
1, OPSCHEPPEN-A-2, 4, 1, R
1, 2-A-6, 19, V, L
1, GEZICHT-A-11, 4, 1, R
1, PT-1hand-2820, 4, 1, L
1, JA-A-115, 23, Y, L
1, PT-1hand-4172, 4, 1, R
1, PT-1hand-3788, 4, 1, R
1, PT-1hand:1-1895, 4, 1, R
1, WENNEN-A, 4, 1, R
1, PT-1hand-1404, 4, 1, L
1, PT:up-45, 4, 1, L
1, PT-1hand-2495, 4, 1, R
1, PT-1hand:1-261, 4, 1, L
1, PT-1hand-89, 4, 1, L
1, PT-1hand:1-748, 4, 1, R
1, VROUW-A-20, 16, Baby_beak_open, R
1, PAS-A-27, 27, B_bent, R
1, PT-1hand-4017, 4, 1, L
1, MENS-69, 27, B_bent, R
1, GRONINGEN-15, 37, C_spread, L
1, 2-A-75, 19, V, R
1, TWEEEN-A-45, 19, V, R
1, PT-1hand-2422, 4, 1, L
1, SCHOOL-A-48, 18, T, L
1, PT-1hand-445, 4, 1, L
1, KUNNEN-A-84, 17, S, L
1, HOREN-A-13, 4, 1, L
1, #N-2, 9, N, R
1, ERG-B-11, 25, 5, L
1, PT-1hand-2386, 4, 1, L
1, GAAN-109, 4, 1, L
1, DAN-A-66, 4, 1, R
1, VREEMD-C-1, 42, Beak, R
1, PT-1hand:1-252, 4, 1, R
1, NAGELBIJTEN-1, 37, C_spread, L
1, PT-1hand:1-1916, 4, 1, R
1, PT-1hand:1-473, 4, 1, R
1, HOREN-A-216, 4, 1, R
1, HAM, 2, B, R
1, PT-1hand:1-2622, 4, 1, R
1, VERSTAND-10, 22, 1_curved, R
1, PT-1hand-1253, 4, 1, R
1, BLOEM-B-3, 18, T, L
1, PT-1hand-1342, 4, 1, L
1, PT-1hand:1-440, 4, 1, R
1, TOEKOMST-A, 2, B, L
1, PT-1hand:1-2143, 4, 1, L
1, SLURF-3, 3, C, R
1, SLAAN-A-10, 36, Money, R
1, RUIMTE-A-113, 25, 5, L
1, PT-1hand:1-1485, 4, 1, R
1, 8-A-2, 21, W, R
1, PT-1hand-723, 4, 1, L
1, PT-1hand-3286, 4, 1, L
1, VERDOMME-B-1, 37, C_spread, L
1, ANDERS-A-1, 1, A, R
1, BIJ-A-35, 26, Beak_open, L
1, SCHRIKKEN-A-22, 25, 5, R
1, PT-1hand-938, 4, 1, R
1, PT-1hand-4273, 4, 1, R
1, PT-1hand-3459, 4, 1, R
1, GRONINGEN-8, 37, C_spread, R
1, PT-1hand-2342, 4, 1, L
1, GEBOREN-B-8, 26, Beak_open, L
1, PT-1hand-4478, 4, 1, R
1, BETEKENEN-C, 18, T, R
1, 1-A-111, 4, 1, R
1, PT-1hand-649, 4, 1, L
1, 1-A-264, 4, 1, R
1, OPGELUCHT-B-2, 2, B, R
1, PT-1hand:1-2026, 4, 1, R
1, PT-1hand:1-887, 4, 1, R
1, PT-1hand:1-2553, 4, 1, R
1, PT-1hand-442, 4, 1, R
1, NEE-B-35, 25, 5, L
1, PT-1hand-4651, 4, 1, R
1, MAL-1, 4, 1, R
1, EVEN-DENKEN-D-45, 2, B, R
1, #B, 2, B, L
1, DOOF-A-183, 4, 1, R
1, PT-1hand-1443, 4, 1, L
1, PT-1hand-3536, 4, 1, R
1, PT-1hand:1-475, 4, 1, L
1, HOP-9, 4, 1, R
1, PT-1hand-1542, 4, 1, R
1, PT-1hand:1-1310, 4, 1, L
1, PT-1hand-3394, 4, 1, L
1, KUNST-1, 11, K, R
1, DENKEN-35, 4, 1, R
1, PT-1hand-375, 4, 1, L
1, NIEUW-B, 23, Y, R
1, PAKKEN-A-12, 25, 5, R
1, PT-1hand:1-1889, 4, 1, L
1, PT-1hand-4442, 4, 1, L
1, PT-1hand-2900, 4, 1, R
1, SENSEO-B-35, 41, V_curved, R
1, PT-1hand-1329, 4, 1, L
1, PT-1hand:1-2672, 4, 1, R
1, KIJKEN-A-272, 19, V, R
1, NIEUW-B-55, 23, Y, R
1, DOORSNIJDEN-1, 2, B, L
1, PT-1hand:1-2215, 4, 1, R
1, 1-A-236, 4, 1, R
1, VAN-A-36, 2, B, R
1, POP-A, 38, B_curved, L
1, SENSEO-E-6, 41, V_curved, R
1, GRAAG-B-3, 25, 5, R
1, DOOF-C-33, 4, 1, R
1, KUNNEN-A-125, 17, S, R
1, ANDERS-B-81, 23, Y, R
1, PT-1hand-4018, 4, 1, R
1, VERZOEKEN-10, 2, B, R
1, PT-1hand-3429, 4, 1, L
1, PT-1hand:1-1381, 4, 1, R
1, SOMMIGEN-5, 4, 1, R
1, BOVEN-3, 27, B_bent, R
1, GENOEG-14, 27, B_bent, L
1, PT-1hand-3402, 4, 1, R
1, PT-1hand-4411, 4, 1, R
1, NU-A-78, 4, 1, L
1, PT-1hand:1-996, 4, 1, L
1, MEISJE-A-2, 16, Baby_beak_open, R
1, PIJN-A-1, 25, 5, R
1, MOETEN-A-73, 4, 1, L
1, PT-1hand-1984, 4, 1, L
1, BEDOELEN-117, 4, 1, R
1, KLEIN-B-50, 10, I, L
1, EIGENLIJK-3, 25, 5, L
1, PT-1hand-2867, 4, 1, R
1, GARAGE-A-3, 22, 1_curved, R
1, PT-1hand:1-1502, 4, 1, R
1, HONGER-A-2, 25, 5, R
1, VINDEN-A-19, 2, B, R
1, PT-1hand-4978, 4, 1, R
1, PT-1hand-1954, 4, 1, L
1, GA-MAAR-9, 2, B, R
1, OOK-A-96, 2, B, L
1, LIMBURG-2, 12, L, R
1, LACHEN-D-1, 38, B_curved, R
1, BIJ-A-7, 26, Beak_open, L
1, NIET-A-235, 4, 1, R
1, PT-1hand-1008, 4, 1, R
1, BOWLEN-6, 17, S, L
1, MAN-A-32, 26, Beak_open, R
1, PT-1hand:1-661, 4, 1, R
1, PAKKEN-A-52, 25, 5, L
1, OVER-B-4, 4, 1, R
1, PT-1hand-2748, 4, 1, R
1, PT-1hand-3460, 4, 1, L
1, LEREN-A, 18, T, R
1, NIET-A-208, 4, 1, R
1, CI-A-40, 41, V_curved, L
1, 8-A-6, 21, W, R
1, 8-A-1, 21, W, R
1, JA-A-284, 23, Y, R
1, PT-1hand:1-1501, 4, 1, L
1, LASTIG-B-1, 1, A, L
1, VLEES-A-8, 22, 1_curved, R
1, ANDERS-A-46, 1, A, R
1, MAAT-HORIZONTAAL-A, 44, Baby_C, R
1, PT-1hand-1814, 4, 1, R
1, ALS-B-30, 23, Y, R
1, PT-1hand-1541, 4, 1, L
1, VERZOEKEN-3, 2, B, R
1, PT-1hand-4775, 4, 1, L
1, PRETTIG-A-4, 18, T, L
1, JA-A-206, 23, Y, R
1, PAKKEN-B, 26, Beak_open, L
1, OPERATIE-3, 1, A, R
1, KIJKEN-A-124, 19, V, L
1, KIND-A-74, 2, B, L
1, KOMEN-A-4, 4, 1, L
1, PT-1hand:1-1955, 4, 1, R
1, NOORWEGEN-1, 9, N, R
1, JA-A-262, 23, Y, R
1, MEE-27, 17, S, R
1, PT-1hand-360, 4, 1, R
1, PT-1hand-839, 4, 1, R
1, TELHAND+2-A-13, 19, V, L
1, OOK-A-136, 2, B, R
1, ABORTUS-A-9, 17, S, L
1, WAT-B-9, 1, A, R
1, PT-Bhand-3, 2, B, L
1, PRATEN-A-4, 26, Beak_open, R
1, NEE-B-41, 25, 5, R
1, PT-1hand:1-1541, 4, 1, R
1, BOEDAPEST-B, 2, B, L
1, VINDEN-A-24, 2, B, L
1, PT-1hand:1-2533, 4, 1, R
1, 1-A-115, 4, 1, L
1, DAN-A-44, 4, 1, L
1, ANDERS-B-56, 23, Y, R
1, PT-1hand-1519, 4, 1, R
1, PT-1hand:1-690, 4, 1, L
1, NIET-A-22, 4, 1, R
1, GOED-A-106, 1, A, R
1, PT-1hand-3767, 4, 1, L
1, MINISTER-B-1, 18, T, R
1, SCHOOL-A-36, 18, T, L
1, PT-1hand-1675, 4, 1, R
1, KIJKEN-A-139, 19, V, R
1, PT-1hand-1232, 4, 1, L
1, PT-1hand:1-207, 4, 1, R
1, PT-1hand:1-647, 4, 1, R
1, PT-1hand:1-897, 4, 1, L
1, MEE-12, 17, S, R
1, OH-3, 25, 5, L
1, HOUDEN-VAN-7, 2, B, L
1, OOK-A-44, 2, B, L
1, PT-1hand:1-1884, 4, 1, R
1, PT-1hand-108, 4, 1, L
1, PT-1hand-4705, 4, 1, R
1, MOETEN-A-19, 4, 1, R
1, PT-1hand-1262, 4, 1, R
1, LOGOPEDIE-A-15, 27, B_bent, L
1, PAKKEN-A-107, 25, 5, R
1, PT:down-61, 4, 1, R
1, OMDAT-A-97, 17, S, R
1, RADIO-1, 37, C_spread, L
1, PT-1hand-1285, 4, 1, R
1, PT-1hand-3486, 4, 1, R
1, BEDOELEN-15, 4, 1, R
1, PT-1hand-150, 4, 1, L
1, PT-1hand-4108, 4, 1, R
1, AAN-JOU-42, 2, B, L
1, KIJKEN-A-46, 19, V, R
1, LEUK-A-24, 16, Baby_beak_open, L
1, KLEIN-B-29, 10, I, L
1, PT-1hand-3739, 4, 1, R
1, PT-1hand:1-817, 4, 1, R
1, THRILLER-4, 18, T, R
1, PT-1hand-1666, 4, 1, R
1, PT-1hand-4090, 4, 1, R
1, GOOIEN-A-15, 17, S, L
1, PT-1hand-2104, 4, 1, R
1, PT-1hand:1-2631, 4, 1, R
1, SCHRIKKEN-A-11, 25, 5, L
1, GRAAG-C-2, 25, 5, R
1, ONDERTITELING-A, 19, V, R
1, PT-1hand-164, 4, 1, R
1, GOED-A-363, 1, A, L
1, GAAN-111, 4, 1, R
1, PT-1hand:1-574, 4, 1, R
1, PT-1hand-693, 4, 1, R
1, PT-1hand:1-905, 4, 1, L
1, PT-1hand:1-969, 4, 1, L
1, HEBBEN-A-163, 2, B, R
1, SCHILDEREN-B, 9, N, R
1, PT-1hand-3982, 4, 1, R
1, HOP, 4, 1, R
1, TEKENEN-B-2, 18, T, R
1, ACHTER-A, 1, A, R
1, RUIMTE-A-3, 25, 5, R
1, SPEK-A, 2, B, R
1, GELD-29, 36, Money, R
1, ROEPEN-A-26, 27, B_bent, R
1, ORAAL-A-31, 41, V_curved, R
1, #O-7, 14, O, L
1, GELD-26, 36, Money, R
1, MICROFOON-B-1, 17, S, L
1, ECHT-B-14, 9, N, R
1, PT-1hand-1370, 4, 1, L
1, DENKEN-29, 4, 1, R
1, NIET-A-24, 4, 1, R
1, PT-1hand-5003, 4, 1, L
1, JA-A-307, 23, Y, R
1, PT-1hand:1-769, 4, 1, L
1, RUIMTE-A-72, 25, 5, L
1, THUIS-A-1, 18, T, R
1, IN-B-4, 42, Beak, L
1, KIND-A-82, 2, B, R
1, WAT-A-88, 4, 1, R
1, PAKKEN-A-98, 25, 5, R
1, PT-1hand:1-96, 4, 1, R
1, PT-1hand-3550, 4, 1, R
1, DARTH-VADER, 29, 3, R
1, PT-1hand-3406, 4, 1, R
1, DATUM-A, 24, Baby_O, R
1, PT-1hand:1-1042, 4, 1, R
1, PT-1hand:1-111, 4, 1, L
1, GELD-38, 36, Money, R
1, HOP-32, 4, 1, L
1, PT-1hand-3990, 4, 1, R
1, PT-1hand:1-717, 4, 1, L
1, PRATEN-A-55, 26, Beak_open, R
1, STEL-A-22, 2, B, L
1, PT-1hand-4314, 4, 1, R
1, PT-1hand-3687, 4, 1, R
1, PT-1hand:1-479, 4, 1, R
1, MOOI-A-19, 18, T, R
1, AFHANKELIJK-D, 4, 1, R
1, SLAGER-A, 1, A, R
1, OCHTEND-D-1, 36, Money, L
1, GOED-A-8, 1, A, L
1, GRONINGEN-65, 37, C_spread, R
1, JONG-A-20, 2, B, R
1, PERSOON-A-30, 44, Baby_C, R
1, VINGERSPELLEN-1, 37, C_spread, R
1, PT-1hand-3420, 4, 1, L
1, MEER-D-5, 2, B, R
1, TIMMEREN-A, 36, Money, R
1, RUIKEN-A, 4, 1, R
1, DENKEN-80, 4, 1, R
1, REIZEN-D, 41, V_curved, R
1, PT-1hand:1-2363, 4, 1, R
1, PT-1hand:1-582, 4, 1, L
1, MOOI-A-73, 18, T, R
1, NIEUW-A-4, 45, Baby_beak, L
1, DENKEN-112, 4, 1, R
1, PT-1hand:1-645, 4, 1, R
1, PT-1hand:1-727, 4, 1, L
1, PT-1hand-804, 4, 1, L
1, KOMEN-C-2, 2, B, R
1, PT-1hand:1-1736, 4, 1, L
1, PT-1hand-1926, 4, 1, L
1, PT-1hand-131, 4, 1, R
1, PAS-B-9, 36, Money, L
1, KRIJGEN-B-20, 2, B, L
1, MOETEN-A-128, 4, 1, R
1, KIJKEN-A-14, 19, V, R
1, 7-A-1, 12, L, R
1, PT-1hand-3540, 4, 1, L
1, NIEUW-B-49, 23, Y, L
1, PT-1hand:1-825, 4, 1, L
1, MOETEN-A-102, 4, 1, R
1, TWEEEN-B-6, 2, B, R
1, PT-1hand-1158, 4, 1, L
1, OM-16, 4, 1, R
1, JA-A-107, 23, Y, L
1, OPNIEUW-6, 19, V, R
1, OMA-B-21, 17, S, L
1, KLOPT-A-27, 11, K, R
1, PT-1hand-3454, 4, 1, L
1, EIGENLIJK-5, 25, 5, R
1, PT-1hand:1-347, 4, 1, R
1, EVEN-DENKEN-D-28, 2, B, L
1, PT-1hand:1-706, 4, 1, R
1, PT-1hand-526, 4, 1, L
1, PT-1hand-4263, 4, 1, L
1, BESTE-A, 1, A, R
1, PT-1hand-4291, 4, 1, R
1, PORTUGAL-A-3, 21, W, R
1, PT-1hand-155, 4, 1, R
1, LEUK-A-47, 16, Baby_beak_open, R
1, JONGEN-A-18, 26, Beak_open, L
1, STAART, 17, S, R
1, NIEUW-A-54, 45, Baby_beak, L
1, PT-1hand-3915, 4, 1, R
1, PT-1hand:1-1718, 4, 1, R
1, PRATEN-A-21, 26, Beak_open, L
1, NEE-C-24, 4, 1, R
1, PT-1hand-1964, 4, 1, L
1, 2-A-33, 19, V, R
1, GAAN-83, 4, 1, R
1, OP-C-2, 26, Beak_open, R
1, REAGEREN:1-1, 22, 1_curved, R
1, TELHAND+2-B-9, 12, L, R
1, KUNNEN-A-310, 17, S, R
1, UITVOEREN-2, 36, Money, R
1, KLEIN-A-34, 1, A, R
1, NEE-B-20, 25, 5, R
1, TWEEEN-B-1, 2, B, L
1, GUYOT-8, 2, B, R
1, DOOF-C-87, 4, 1, R
1, KIJKEN-A-163, 19, V, R
1, PT-1hand:1-1925, 4, 1, L
1, GELUID-2, 4, 1, L
1, DOOF-C-49, 4, 1, R
1, MAN-A-22, 26, Beak_open, R
1, OMDAT-A-98, 17, S, R
1, VERDOMME-A-3, 19, V, R
1, LENZEN-B, 4, 1, R
1, PT-1hand-960, 4, 1, R
1, BLIND-A-21, 16, Baby_beak_open, L
1, PT-1hand-1125, 4, 1, R
1, FILM-13, 36, Money, R
1, PT-1hand-1571, 4, 1, R
1, PT-1hand-4931, 4, 1, R
1, DOOD-A-9, 27, B_bent, L
1, PT-1hand-741, 4, 1, R
1, PT-1hand-3602, 4, 1, R
1, PT-1hand-968, 4, 1, R
1, NOOD-B, 9, N, R
1, PT-1hand:1-1461, 4, 1, R
1, JA-A-363, 23, Y, R
1, PT-1hand:1-134, 4, 1, R
1, PT-1hand:1-1188, 4, 1, L
1, KOMEN-B-8, 2, B, R
1, VINDEN-A-33, 2, B, R
1, TWEEEN-C, 4, 1, R
1, PT-1hand:1-881, 4, 1, L
1, HOREN-A-15, 4, 1, R
1, PT-1hand:1-1982, 4, 1, L
1, PT-1hand-183, 4, 1, R
1, SOP-1, 4, 1, R
1, DENKEN-154, 4, 1, L
1, PT-1hand:1-13, 4, 1, L
1, PT-1hand-5084, 4, 1, L
1, DOOD-A-2, 27, B_bent, L
1, LUISTEREN-15, 2, B, L
1, GEWOON-A-39, 4, 1, R
1, PT-1hand:1-1365, 4, 1, L
1, PT-1hand-344, 4, 1, L
1, PT-1hand-2933, 4, 1, L
1, DAN-A-136, 4, 1, R
1, PT:up-21, 4, 1, R
1, DENKEN-13, 4, 1, R
1, 11-C, 4, 1, R
1, BLIJ-D-1, 24, Baby_O, L
1, PT-1hand-2599, 4, 1, L
