2s, PO-4003, 2, B, L
2s, BURRITO, 3, C, R
2s, ACCEPTEREN-A-35, 26, Beak_open, L
2s, ACCEPTEREN-A-35, 26, Beak_open, R
2s, GEHANDICAPT-A-11, 4, 1, L
2s, GEHANDICAPT-A-11, 4, 1, R
2s, PO-2765, 2, B, L
2s, PO-2765, 2, B, R
2s, GEBAREN-A-274, 25, 5, L
2s, GEBAREN-A-274, 25, 5, R
2s, ONTWIKKELEN-A-58, 4, 1, L
2s, ONTWIKKELEN-A-58, 4, 1, R
2s, WEDDEN-4, 25, 5, L
2s, WEDDEN-4, 25, 5, R
2s, GEBAREN-A-584, 25, 5, L
2s, GEBAREN-A-584, 25, 5, R
2s, RENNEN-B-5, 2, B, L
2s, RENNEN-B-5, 2, B, R
2s, REIZEN-C, 22, 1_curved, L
2s, REIZEN-C, 22, 1_curved, R
2s, PO-717, 2, B, L
2s, PO-717, 2, B, R
2s, PO-3046, 2, B, L
2s, PO-3046, 2, B, R
2s, ACCEPTEREN-A-22, 26, Beak_open, L
2s, ACCEPTEREN-A-22, 26, Beak_open, R
2s, GROEP-A-111, 3, C, L
2s, GROEP-A-111, 3, C, R
2s, HOTEL-A, 22, 1_curved, L
2s, HOTEL-A, 22, 1_curved, R
2s, PO-3583, 2, B, L
2s, PO-3583, 2, B, R
2s, HOEK-B-4, 2, B, L
2s, HOEK-B-4, 2, B, R
2s, KUNNEN-NIET-A-25, 17, S, L
2s, KUNNEN-NIET-A-25, 17, S, R
2s, ROEMENIE-B-8, 42, Beak, L
2s, ROEMENIE-B-8, 42, Beak, R
2s, GEBAREN-A-709, 25, 5, L
2s, GEBAREN-A-709, 25, 5, R
2s, LOPEN-H-34, 38, B_curved, L
2s, LOPEN-H-34, 38, B_curved, R
2s, PO-1044, 2, B, L
2s, PO-1044, 2, B, R
2s, PO-1890, 2, B, L
2s, PO-1890, 2, B, R
2s, PO-2700, 2, B, L
2s, PO-2700, 2, B, R
2s, GEBAREN-A-329, 25, 5, L
2s, GEBAREN-A-329, 25, 5, R
2s, GEBAREN-A-483, 25, 5, L
2s, GEBAREN-A-483, 25, 5, R
2s, GROEP-A-7, 3, C, L
2s, GROEP-A-7, 3, C, R
2s, SAMEN-A-33, 3, C, L
2s, SAMEN-A-33, 3, C, R
2s, TOCH-C, 18, T, L
2s, TOCH-C, 18, T, R
2s, GEHANDICAPT-A-147, 4, 1, L
2s, GEHANDICAPT-A-147, 4, 1, R
2s, ONTWIKKELEN-A-9, 4, 1, L
2s, ONTWIKKELEN-A-9, 4, 1, R
2s, RUSTIG-48, 25, 5, L
2s, RUSTIG-48, 25, 5, R
2s, NIET-B-83, 2, B, L
2s, NIET-B-83, 2, B, R
2s, PO-111, 2, B, L
2s, PO-111, 2, B, R
2s, VERSCHILLENDE-A-2, 25, 5, L
2s, VERSCHILLENDE-A-2, 25, 5, R
2s, PO-234, 2, B, L
2s, PO-234, 2, B, R
2s, PO-482, 2, B, L
2s, PO-482, 2, B, R
2s, BETER-54, 18, T, L
2s, BETER-54, 18, T, R
2s, WACHTEN-A-15, 25, 5, L
2s, WACHTEN-A-15, 25, 5, R
2s, RECLAME-A-5, 14, O, L
2s, RECLAME-A-5, 14, O, R
2s, SAMEN-A-93, 3, C, L
2s, SAMEN-A-93, 3, C, R
2s, ROLSTOEL-C-6, 44, Baby_C, L
2s, ROLSTOEL-C-6, 44, Baby_C, R
2s, PO-1357, 2, B, L
2s, PO-1357, 2, B, R
2s, PO-1246, 2, B, L
2s, PO-1246, 2, B, R
2s, ANDERSOM, 4, 1, L
2s, ANDERSOM, 4, 1, R
2s, MATERIAAL-5, 36, Money, L
2s, MATERIAAL-5, 36, Money, R
2s, PANIEK-B, 25, 5, L
2s, PANIEK-B, 25, 5, R
2s, STAAN-A-3, 2, B, L
2s, STAAN-A-3, 2, B, R
2s, PO-928, 2, B, L
2s, PO-928, 2, B, R
2s, OMGEVING-A-3, 25, 5, L
2s, OMGEVING-A-3, 25, 5, R
2s, PO-1094, 2, B, L
2s, PO-1094, 2, B, R
2s, NEDERLAND-A-20, 26, Beak_open, L
2s, NEDERLAND-A-20, 26, Beak_open, R
2s, LIJN-C-6, 2, B, L
2s, LIJN-C-6, 2, B, R
2s, KLAAR-A-46, 2, B, L
2s, KLAAR-A-46, 2, B, R
2s, HOND-A-50, 27, B_bent, L
2s, HOND-A-50, 27, B_bent, R
2s, JONG-C, 23, Y, L
2s, JONG-C, 23, Y, R
2s, IJVERIG, 1, A, L
2s, IJVERIG, 1, A, R
2s, AMERIKA-3, 25, 5, L
2s, AMERIKA-3, 25, 5, R
2s, PO-3718, 2, B, L
2s, PO-3718, 2, B, R
2s, PV-141, 25, 5, L
2s, PV-141, 25, 5, R
2s, GROEP-A-57, 3, C, L
2s, GROEP-A-57, 3, C, R
2s, PO-1350, 2, B, L
2s, PO-1350, 2, B, R
2s, TREIN-5, 2, B, L
2s, TREIN-5, 2, B, R
2s, GEBAREN-B-10, 25, 5, L
2s, GEBAREN-B-10, 25, 5, R
2s, VOGEL-A-87, 2, B, L
2s, VOGEL-A-87, 2, B, R
2s, PO-2520, 2, B, L
2s, PO-2520, 2, B, R
2s, AMSTERDAM-43, 4, 1, L
2s, AMSTERDAM-43, 4, 1, R
2s, OPVALLEN-B-4, 25, 5, L
2s, OPVALLEN-B-4, 25, 5, R
2s, VOOR-C-2, 27, B_bent, L
2s, VOOR-C-2, 27, B_bent, R
2s, PO-544, 2, B, L
2s, PO-544, 2, B, R
2s, BIJEENDRIJVEN-2, 25, 5, L
2s, BIJEENDRIJVEN-2, 25, 5, R
2s, PO-2905, 2, B, L
2s, PO-2905, 2, B, R
2s, PO-1235, 2, B, L
2s, PO-1235, 2, B, R
2s, PO-2608, 2, B, L
2s, PO-2608, 2, B, R
2s, LOPEN-E-21, 3, C, L
2s, LOPEN-E-21, 3, C, R
2s, GEBOREN-A-2, 2, B, L
2s, GEBOREN-A-2, 2, B, R
2s, PO-1937, 2, B, L
2s, PO-1937, 2, B, R
2s, PO-912, 2, B, L
2s, PO-912, 2, B, R
2s, GEBAREN-A-237, 25, 5, L
2s, GEBAREN-A-237, 25, 5, R
2s, PRIMA-6, 1, A, L
2s, PRIMA-6, 1, A, R
2s, AMSTERDAM-13, 4, 1, L
2s, AMSTERDAM-13, 4, 1, R
2s, PO-2917, 2, B, L
2s, PO-2917, 2, B, R
2s, BEER-B-19, 37, C_spread, L
2s, BEER-B-19, 37, C_spread, R
2s, DANSEN-B-5, 17, S, L
2s, DANSEN-B-5, 17, S, R
2s, HOE-B-4, 26, Beak_open, L
2s, HOE-B-4, 26, Beak_open, R
2s, PO-1150, 2, B, L
2s, PO-1150, 2, B, R
2s, PO-2931, 2, B, L
2s, PO-2931, 2, B, R
2s, STAAN-D, 2, B, L
2s, STAAN-D, 2, B, R
2s, LOPEN-E-6, 3, C, L
2s, LOPEN-E-6, 3, C, R
2s, PO-1545, 2, B, L
2s, PO-1545, 2, B, R
2s, AL-111, 2, B, L
2s, AL-111, 2, B, R
2s, GROEP-A-121, 3, C, L
2s, GROEP-A-121, 3, C, R
2s, BEER-B-27, 37, C_spread, L
2s, BEER-B-27, 37, C_spread, R
2s, PRIMA-8, 1, A, L
2s, PRIMA-8, 1, A, R
2s, LINGUISTIEK, 12, L, L
2s, LINGUISTIEK, 12, L, R
2s, PO-2895, 2, B, L
2s, PO-2895, 2, B, R
2s, VORM-A-16, 2, B, L
2s, VORM-A-16, 2, B, R
2s, PO-2898, 2, B, L
2s, PO-2898, 2, B, R
2s, 10-B-7, 25, 5, L
2s, 10-B-7, 25, 5, R
2s, KLAAR-A-58, 2, B, L
2s, KLAAR-A-58, 2, B, R
2s, ONTSPANNEN-H-2, 25, 5, L
2s, ONTSPANNEN-H-2, 25, 5, R
2s, GEBAREN-A-624, 25, 5, L
2s, GEBAREN-A-624, 25, 5, R
2s, HAMBURGER, 38, B_curved, L
2s, HAMBURGER, 38, B_curved, R
2s, PO-2843, 2, B, L
2s, PO-2843, 2, B, R
2s, PO-1385, 2, B, L
2s, PO-1385, 2, B, R
2s, HAASTIG-B-2, 37, C_spread, L
2s, HAASTIG-B-2, 37, C_spread, R
2s, WEG-A-5, 2, B, L
2s, WEG-A-5, 2, B, R
2s, PO-1814, 2, B, L
2s, PO-1814, 2, B, R
2s, SOMS-A-3, 25, 5, L
2s, SOMS-A-3, 25, 5, R
2s, GROEP-A-149, 3, C, L
2s, GROEP-A-149, 3, C, R
2s, PO-1161, 2, B, L
2s, PO-1161, 2, B, R
2s, PO-2660, 2, B, R
2s, PO-416, 2, B, L
2s, PO-416, 2, B, R
2s, VERANDEREN-A-9, 36, Money, L
2s, VERANDEREN-A-9, 36, Money, R
2s, BEGINNEN-A-13, 1, A, L
2s, BEGINNEN-A-13, 1, A, R
2s, PO-309, 2, B, L
2s, PO-309, 2, B, R
2s, PO-2626, 2, B, L
2s, PO-2626, 2, B, R
2s, PO-859, 2, B, L
2s, PO-859, 2, B, R
2s, TAAL-B-17, 24, Baby_O, L
2s, TAAL-B-17, 24, Baby_O, R
2s, MATERIAAL-2, 36, Money, L
2s, MATERIAAL-2, 36, Money, R
2s, ENZOVOORTS-D-2, 25, 5, L
2s, ENZOVOORTS-D-2, 25, 5, R
2s, ALLEMAAL-A-12, 25, 5, L
2s, ALLEMAAL-A-12, 25, 5, R
2s, PO-710, 2, B, L
2s, PO-710, 2, B, R
2s, GESTICULEREN-A, 25, 5, L
2s, GESTICULEREN-A, 25, 5, R
2s, JURK-A, 2, B, L
2s, JURK-A, 2, B, R
2s, KUNNEN-NIET-A-15, 17, S, L
2s, KUNNEN-NIET-A-15, 17, S, R
2s, KLEREN-B-2, 25, 5, L
2s, KLEREN-B-2, 25, 5, R
2s, PO-3797, 2, B, L
2s, PO-3797, 2, B, R
2s, PO-3303, 2, B, L
2s, PO-3303, 2, B, R
2s, AMERIKA-10, 25, 5, L
2s, AMERIKA-10, 25, 5, R
2s, ONDERWERP-C, 41, V_curved, L
2s, ONDERWERP-C, 41, V_curved, R
2s, PO-3110, 2, B, L
2s, PO-3110, 2, B, R
2s, HOE-B-5, 26, Beak_open, L
2s, HOE-B-5, 26, Beak_open, R
2s, PO-1225, 2, B, L
2s, PO-1225, 2, B, R
2s, PO-361, 2, B, L
2s, PO-361, 2, B, R
2s, PAARD-A-13, 23, Y, L
2s, PAARD-A-13, 23, Y, R
2s, WEDSTRIJD-4, 1, A, L
2s, WEDSTRIJD-4, 1, A, R
2s, RUSTIG-22, 25, 5, L
2s, RUSTIG-22, 25, 5, R
2s, GEBAREN-A-70, 25, 5, L
2s, GEBAREN-A-70, 25, 5, R
2s, PV-55, 25, 5, L
2s, PV-55, 25, 5, R
2s, PO-773, 2, B, L
2s, PO-773, 2, B, R
2s, VERANDEREN-A-4, 36, Money, L
2s, VERANDEREN-A-4, 36, Money, R
2s, PO-3487, 2, B, L
2s, PO-3487, 2, B, R
2s, PO-1071, 2, B, L
2s, PO-1071, 2, B, R
2s, PO-2610, 2, B, L
2s, PO-2610, 2, B, R
2s, PO-4010, 2, B, L
2s, PO-4010, 2, B, R
2s, GEBAREN-A-462, 25, 5, L
2s, GEBAREN-A-462, 25, 5, R
2s, GOOGLE-C-5, 19, V, L
2s, GOOGLE-C-5, 19, V, R
2s, GEHANDICAPT-G, 9, N, L
2s, GEHANDICAPT-G, 9, N, R
2s, VLEES-B-1, 45, Baby_beak, L
2s, VLEES-B-1, 45, Baby_beak, R
2s, PO-3436, 2, B, L
2s, PO-3436, 2, B, R
2s, HANDEN-WRIJVEN-B-26, 2, B, L
2s, HANDEN-WRIJVEN-B-26, 2, B, R
2s, NIET-B, 2, B, L
2s, NIET-B, 2, B, R
2s, GEBAREN-A-428, 25, 5, L
2s, GEBAREN-A-428, 25, 5, R
2s, BAL-B-2, 38, B_curved, L
2s, BAL-B-2, 38, B_curved, R
2s, GOOGLE-B, 18, T, L
2s, GOOGLE-B, 18, T, R
2s, PANIEK-C-1, 37, C_spread, L
2s, PANIEK-C-1, 37, C_spread, R
2s, PAUZE-A-1, 9, N, L
2s, PAUZE-A-1, 9, N, R
2s, PO-2816, 2, B, L
2s, PO-2816, 2, B, R
2s, PO-2208, 2, B, L
2s, PO-2208, 2, B, R
2s, KLAAR-A-118, 2, B, L
2s, KLAAR-A-118, 2, B, R
2s, PO-747, 2, B, L
2s, PO-747, 2, B, R
2s, GEBAREN-A-841, 25, 5, L
2s, GEBAREN-A-841, 25, 5, R
2s, PO-2596, 2, B, L
2s, PO-2596, 2, B, R
2s, NADENKEN-A-11, 4, 1, L
2s, NADENKEN-A-11, 4, 1, R
2s, PO-494, 2, B, L
2s, PO-494, 2, B, R
2s, AL-75, 2, B, R
2s, PO-2882, 2, B, L
2s, PO-2882, 2, B, R
2s, GEBAREN-A-310, 25, 5, L
2s, GEBAREN-A-310, 25, 5, R
2s, PO-3317, 2, B, L
2s, PO-3317, 2, B, R
2s, PO-1081, 2, B, L
2s, PO-1081, 2, B, R
2s, PO-1132, 2, B, L
2s, PO-1132, 2, B, R
2s, GEBAREN-A-55, 25, 5, L
2s, GEBAREN-A-55, 25, 5, R
2s, VEEL-B-15, 25, 5, L
2s, VEEL-B-15, 25, 5, R
2s, GEBAREN-C-40, 25, 5, L
2s, GEBAREN-C-40, 25, 5, R
2s, NIET-B-34, 2, B, L
2s, NIET-B-34, 2, B, R
2s, KLIMMEN-A-37, 37, C_spread, L
2s, KLIMMEN-A-37, 37, C_spread, R
2s, PO-891, 2, B, L
2s, PO-891, 2, B, R
2s, KLIMMEN-C-9, 3, C, L
2s, KLIMMEN-C-9, 3, C, R
2s, PO-3607, 2, B, L
2s, PO-3607, 2, B, R
2s, PO-2394, 2, B, L
2s, PO-2394, 2, B, R
2s, OVERLEGGEN-B-3, 19, V, L
2s, OVERLEGGEN-B-3, 19, V, R
2s, PV-101, 25, 5, L
2s, PV-101, 25, 5, R
2s, TAAL-B-5, 24, Baby_O, L
2s, TAAL-B-5, 24, Baby_O, R
2s, SCHAAP-A-27, 39, Beak_open_spread, L
2s, SCHAAP-A-27, 39, Beak_open_spread, R
2s, KUNNEN-NIET-B-19, 17, S, L
2s, KUNNEN-NIET-B-19, 17, S, R
2s, NIET-B-82, 2, B, L
2s, NIET-B-82, 2, B, R
2s, PO-2504, 2, B, L
2s, PO-2504, 2, B, R
2s, SPULLEN, 37, C_spread, L
2s, SPULLEN, 37, C_spread, R
2s, KLAAR-A-76, 2, B, L
2s, KLAAR-A-76, 2, B, R
2s, PO-3435, 2, B, L
2s, PO-3435, 2, B, R
2s, BEER-B-31, 37, C_spread, L
2s, BEER-B-31, 37, C_spread, R
2s, OMGEVING-B, 25, 5, L
2s, OMGEVING-B, 25, 5, R
2s, PAARD-A-25, 23, Y, L
2s, PAARD-A-25, 23, Y, R
2s, PAUZE-A-3, 9, N, L
2s, PAUZE-A-3, 9, N, R
2s, CLUB-B, 44, Baby_C, L
2s, CLUB-B, 44, Baby_C, R
2s, OEFENEN-A-7, 17, S, L
2s, OEFENEN-A-7, 17, S, R
2s, VERTELLEN-27, 2, B, L
2s, VERTELLEN-27, 2, B, R
2s, PO-1679, 2, B, L
2s, PO-1679, 2, B, R
2s, PO-426, 2, B, L
2s, PO-426, 2, B, R
2s, POES-A-39, 16, Baby_beak_open, L
2s, POES-A-39, 16, Baby_beak_open, R
2s, VERSTOPPEN-A-1, 2, B, L
2s, VERSTOPPEN-A-1, 2, B, R
2s, AL-66, 2, B, L
2s, AL-66, 2, B, R
2s, GROEP-A-102, 3, C, L
2s, GROEP-A-102, 3, C, R
2s, SAMEN-A-58, 3, C, L
2s, SAMEN-A-58, 3, C, R
2s, UITSTRALING-A-1, 25, 5, L
2s, UITSTRALING-A-1, 25, 5, R
2s, PO-3192, 2, B, L
2s, PO-3192, 2, B, R
2s, VAAS, 2, B, L
2s, VAAS, 2, B, R
2s, VEEL-B-1, 25, 5, L
2s, VEEL-B-1, 25, 5, R
2s, RUGZAK-B, 3, C, L
2s, RUGZAK-B, 3, C, R
2s, PO-2779, 2, B, L
2s, PO-2779, 2, B, R
2s, PO-1780, 2, B, L
2s, PO-1780, 2, B, R
2s, PO-11, 2, B, L
2s, PO-11, 2, B, R
2s, DOOS-A-13, 2, B, L
2s, DOOS-A-13, 2, B, R
2s, PO-2710, 2, B, L
2s, PO-2710, 2, B, R
2s, PO-430, 2, B, L
2s, PO-430, 2, B, R
2s, NIET-B-76, 2, B, L
2s, NIET-B-76, 2, B, R
2s, GEBAREN-A-360, 25, 5, L
2s, GEBAREN-A-360, 25, 5, R
2s, SAMEN-A-87, 3, C, L
2s, SAMEN-A-87, 3, C, R
2s, GEBAREN-A-832, 25, 5, L
2s, GEBAREN-A-832, 25, 5, R
2s, GROEP-A-11, 3, C, L
2s, GROEP-A-11, 3, C, R
2s, DIPLOMA-B-7, 4, 1, L
2s, DIPLOMA-B-7, 4, 1, R
2s, PO-2771, 2, B, L
2s, PO-2771, 2, B, R
2s, SPORT-A-18, 1, A, L
2s, SPORT-A-18, 1, A, R
2s, PO-3510, 2, B, L
2s, PO-3510, 2, B, R
2s, RAAM-A-17, 4, 1, L
2s, RAAM-A-17, 4, 1, R
2s, KLAAR-A-87, 2, B, L
2s, KLAAR-A-87, 2, B, R
2s, STAAN-B-4, 17, S, L
2s, STAAN-B-4, 17, S, R
2s, FIT, 17, S, L
2s, FIT, 17, S, R
2s, FITNESS-B-1, 17, S, L
2s, FITNESS-B-1, 17, S, R
2s, PO-645, 2, B, L
2s, PO-645, 2, B, R
2s, PO-3367, 2, B, L
2s, PO-3367, 2, B, R
2s, AANDACHT-A-27, 2, B, L
2s, AANDACHT-A-27, 2, B, R
2s, GEHAKT, 25, 5, L
2s, GEHAKT, 25, 5, R
2s, GROEP-A-148, 3, C, L
2s, GROEP-A-148, 3, C, R
2s, PO-3792, 2, B, L
2s, PO-3792, 2, B, R
2s, HOE-C-12, 2, B, L
2s, HOE-C-12, 2, B, R
2s, AVATAR-B, 37, C_spread, L
2s, AVATAR-B, 37, C_spread, R
2s, LACHEN-E, 4, 1, L
2s, LACHEN-E, 4, 1, R
2s, PARALLEL, 4, 1, L
2s, PARALLEL, 4, 1, R
2s, HAND-UP-5, 2, B, L
2s, HAND-UP-5, 2, B, R
2s, POES-A-3, 16, Baby_beak_open, L
2s, POES-A-3, 16, Baby_beak_open, R
2s, BOT-2, 3, C, L
2s, BOT-2, 3, C, R
2s, GEBAREN-A-85, 25, 5, L
2s, GEBAREN-A-85, 25, 5, R
2s, PO-1270, 2, B, L
2s, PO-1270, 2, B, R
2s, INSCHATTEN-1, 25, 5, L
2s, INSCHATTEN-1, 25, 5, R
2s, 14-C-1, 30, 4, L
2s, 14-C-1, 30, 4, R
2s, HANDEN-WRIJVEN-B-35, 2, B, L
2s, HANDEN-WRIJVEN-B-35, 2, B, R
2s, KLAAR-A-137, 2, B, L
2s, KLAAR-A-137, 2, B, R
2s, PO-3615, 2, B, L
2s, PO-3615, 2, B, R
2s, GEBAREN-A-637, 25, 5, L
2s, GEBAREN-A-637, 25, 5, R
2s, MAAGBEWEGING-1, 14, O, L
2s, MAAGBEWEGING-1, 14, O, R
2s, BEGINNEN-A-16, 1, A, R
2s, VERTELLEN-95, 2, B, L
2s, VERTELLEN-95, 2, B, R
2s, HANDEN-WRIJVEN-B-20, 2, B, L
2s, HANDEN-WRIJVEN-B-20, 2, B, R
2s, GAUW-2, 17, S, L
2s, GAUW-2, 17, S, R
2s, PO-1285, 2, B, L
2s, PO-1285, 2, B, R
2s, PO-2402, 2, B, L
2s, PO-2402, 2, B, R
2s, RONDREIS, 4, 1, L
2s, RONDREIS, 4, 1, R
2s, PRIMA-58, 1, A, L
2s, PRIMA-58, 1, A, R
2s, GEBOUW-A, 2, B, L
2s, GEBOUW-A, 2, B, R
2s, VERDWIJNEN-A-1, 26, Beak_open, L
2s, VERDWIJNEN-A-1, 26, Beak_open, R
2s, GEBOREN-A-41, 2, B, L
2s, GEBOREN-A-41, 2, B, R
2s, PO-4017, 2, B, L
2s, PO-4017, 2, B, R
2s, DEEL-B, 2, B, L
2s, DEEL-B, 2, B, R
2s, PO-562, 2, B, L
2s, PO-562, 2, B, R
2s, GROEP-A-132, 3, C, L
2s, GROEP-A-132, 3, C, R
2s, PO-213, 2, B, L
2s, PO-213, 2, B, R
2s, SPIEREN-1, 41, V_curved, L
2s, SPIEREN-1, 41, V_curved, R
2s, GEBAREN-A-113, 25, 5, L
2s, GEBAREN-A-113, 25, 5, R
2s, DOEN-A-82, 26, Beak_open, L
2s, DOEN-A-82, 26, Beak_open, R
2s, LOPEN-D-39, 2, B, L
2s, LOPEN-D-39, 2, B, R
2s, HOND-A-36, 27, B_bent, L
2s, HOND-A-36, 27, B_bent, R
2s, VOGEL-A-39, 2, B, L
2s, VOGEL-A-39, 2, B, R
2s, PO-1293, 2, B, L
2s, PO-1293, 2, B, R
2s, VERANDEREN-B-41, 19, V, L
2s, VERANDEREN-B-41, 19, V, R
2s, WEBSITE, 21, W, L
2s, WEBSITE, 21, W, R
2s, PO-1959, 2, B, L
2s, PO-1959, 2, B, R
2s, FIJI, 9, N, L
2s, FIJI, 9, N, R
2s, PO-3970, 2, B, L
2s, PO-3970, 2, B, R
2s, LAY-OUT, 12, L, L
2s, LAY-OUT, 12, L, R
2s, AUTO-15, 17, S, L
2s, AUTO-15, 17, S, R
2s, PO-1716, 2, B, L
2s, PO-1716, 2, B, R
2s, PO-1598, 2, B, L
2s, PO-1598, 2, B, R
2s, RUSTIG-12, 25, 5, L
2s, RUSTIG-12, 25, 5, R
2s, WEBCAM, 3, C, L
2s, WEBCAM, 3, C, R
2s, GROEP-A-33, 3, C, L
2s, GROEP-A-33, 3, C, R
2s, PO-22, 2, B, L
2s, PO-22, 2, B, R
2s, PO-896, 2, B, L
2s, PO-896, 2, B, R
2s, AL-165, 2, B, L
2s, AL-165, 2, B, R
2s, ENZOVOORTS-B-18, 25, 5, L
2s, ENZOVOORTS-B-18, 25, 5, R
2s, PO-1754, 2, B, L
2s, PO-1754, 2, B, R
2s, GEBAREN-A-401, 25, 5, L
2s, GEBAREN-A-401, 25, 5, R
2s, PO-3342, 2, B, L
2s, PO-3342, 2, B, R
2s, LOPEN-H-23, 38, B_curved, L
2s, LOPEN-H-23, 38, B_curved, R
2s, KLAAR-A-138, 2, B, L
2s, KLAAR-A-138, 2, B, R
2s, GEBAREN-A-690, 25, 5, L
2s, GEBAREN-A-690, 25, 5, R
2s, PO-3065, 2, B, L
2s, PO-3065, 2, B, R
2s, PO-871, 2, B, L
2s, PO-871, 2, B, R
2s, PO-112, 2, B, L
2s, PO-112, 2, B, R
2s, PO-3934, 2, B, L
2s, PO-3934, 2, B, R
2s, PO-1116, 2, B, L
2s, PO-1116, 2, B, R
2s, PO-2732, 2, B, L
2s, PO-2732, 2, B, R
2s, PASSIEF-2, 25, 5, L
2s, PASSIEF-2, 25, 5, R
2s, AANHALINGSTEKENS-A-1, 19, V, L
2s, AANHALINGSTEKENS-A-1, 19, V, R
2s, WEDSTRIJD-16, 1, A, L
2s, WEDSTRIJD-16, 1, A, R
2s, BEGINNEN-A-6, 1, A, L
2s, BEGINNEN-A-6, 1, A, R
2s, NEDERLAND-A-10, 26, Beak_open, L
2s, NEDERLAND-A-10, 26, Beak_open, R
2s, TROUWEN-C, 2, B, L
2s, TROUWEN-C, 2, B, R
2s, PO-2929, 2, B, L
2s, PO-2929, 2, B, R
2s, NIET-B-87, 2, B, L
2s, NIET-B-87, 2, B, R
2s, PO-3495, 2, B, L
2s, PO-3495, 2, B, R
2s, BEHOUDEN-7, 2, B, L
2s, BEHOUDEN-7, 2, B, R
2s, GEHANDICAPT-C-1, 59, 5r, L
2s, GEHANDICAPT-C-1, 59, 5r, R
2s, SAMEN-D-4, 4, 1, L
2s, SAMEN-D-4, 4, 1, R
2s, VERSCHILLENDE-B-18, 25, 5, L
2s, VERSCHILLENDE-B-18, 25, 5, R
2s, MISHANDELEN-2, 2, B, L
2s, MISHANDELEN-2, 2, B, R
2s, GEBAREN-A-522, 25, 5, L
2s, GEBAREN-A-522, 25, 5, R
2s, DOEN-A-81, 26, Beak_open, L
2s, DOEN-A-81, 26, Beak_open, R
2s, AL-120, 2, B, R
2s, PO-1811, 2, B, L
2s, PO-1811, 2, B, R
2s, PRIMA-44, 1, A, L
2s, PRIMA-44, 1, A, R
2s, UIT-ELKAAR-VALLEN-1, 25, 5, L
2s, UIT-ELKAAR-VALLEN-1, 25, 5, R
2s, LOPEN-H-8, 38, B_curved, L
2s, LOPEN-H-8, 38, B_curved, R
2s, PO-3128, 2, B, L
2s, PO-3128, 2, B, R
2s, INTERNET-A-6, 43, 5m, L
2s, INTERNET-A-6, 43, 5m, R
2s, BEER-B-38, 37, C_spread, L
2s, BEER-B-38, 37, C_spread, R
2s, TYPEN-12, 25, 5, L
2s, TYPEN-12, 25, 5, R
2s, WARM-A-4, 25, 5, L
2s, WARM-A-4, 25, 5, R
2s, DOEN-A-67, 26, Beak_open, L
2s, DOEN-A-67, 26, Beak_open, R
2s, ALLEMAAL-A-19, 25, 5, L
2s, ALLEMAAL-A-19, 25, 5, R
2s, PO-3911, 2, B, L
2s, PO-3911, 2, B, R
2s, VENETIE, 23, Y, L
2s, VENETIE, 23, Y, R
2s, PO-3744, 2, B, L
2s, PO-3744, 2, B, R
2s, RADELOOS, 25, 5, L
2s, RADELOOS, 25, 5, R
2s, VERSCHILLENDE-B-17, 25, 5, L
2s, VERSCHILLENDE-B-17, 25, 5, R
2s, PO-3448, 2, B, L
2s, PO-3448, 2, B, R
2s, PO-1078, 2, B, L
2s, PO-1078, 2, B, R
2s, BEER-B-8, 37, C_spread, L
2s, BEER-B-8, 37, C_spread, R
2s, PANIEK-A-12, 25, 5, L
2s, PANIEK-A-12, 25, 5, R
2s, PO-2585, 2, B, L
2s, PO-2585, 2, B, R
2s, VOGEL-A-41, 2, B, L
2s, VOGEL-A-41, 2, B, R
2s, HOE-B-84, 26, Beak_open, L
2s, HOE-B-84, 26, Beak_open, R
2s, GEBOUW-C-30, 2, B, L
2s, GEBOUW-C-30, 2, B, R
2s, KAPOT-14, 17, S, L
2s, KAPOT-14, 17, S, R
2s, PO-349, 2, B, L
2s, PO-349, 2, B, R
2s, GEBAREN-A-472, 25, 5, L
2s, GEBAREN-A-472, 25, 5, R
2s, BESLUITEN-A-22, 17, S, L
2s, BESLUITEN-A-22, 17, S, R
2s, ALLES-A-15, 25, 5, L
2s, ALLES-A-15, 25, 5, R
2s, PO-71, 2, B, L
2s, PO-71, 2, B, R
2s, PO-82, 2, B, L
2s, PO-82, 2, B, R
2s, BEWEGEN-4, 17, S, L
2s, BEWEGEN-4, 17, S, R
2s, UITDAGEN-B, 17, S, L
2s, UITDAGEN-B, 17, S, R
2s, AUTO-45, 17, S, L
2s, AUTO-45, 17, S, R
2s, BEDRIJF-2, 3, C, L
2s, BEDRIJF-2, 3, C, R
2s, GEBAREN-A-21, 25, 5, L
2s, GEBAREN-A-21, 25, 5, R
2s, HELPEN-A-30, 25, 5, L
2s, HELPEN-A-30, 25, 5, R
2s, PO-69, 2, B, L
2s, GRAMMATICA, 37, C_spread, L
2s, GRAMMATICA, 37, C_spread, R
2s, GROEP-A-104, 3, C, L
2s, GROEP-A-104, 3, C, R
2s, BEGINNEN-A-20, 1, A, L
2s, BEGINNEN-A-20, 1, A, R
2s, APPLAUS-B, 25, 5, L
2s, APPLAUS-B, 25, 5, R
2s, PO-2415, 2, B, L
2s, PO-2415, 2, B, R
2s, AFHANKELIJK-A-17, 22, 1_curved, L
2s, AFHANKELIJK-A-17, 22, 1_curved, R
2s, BETER-26, 18, T, L
2s, BETER-26, 18, T, R
